Lcore 0,,,,Lcore 1,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
9246559,9246559,0,,9501975,9501977,0,,18748534,18748536,0,4799632896,4799633664,0,0,0,0,
9238804,9238804,0,,9509658,9509658,0,,18748462,18748462,0,4799606272,4799600896,0,0,0,0,
9239435,9239435,0,,9509307,9509299,0,,18748742,18748734,0,4799669760,4799673856,0,0,0,0,
9245642,9245642,0,,9502724,9502732,0,,18748366,18748374,0,4799589888,4799590400,0,0,0,0,
9240714,9240714,0,,9507913,9507881,0,,18748627,18748595,0,4799640320,4799635456,0,0,0,0,
9240073,9240073,0,,9508639,9508639,0,,18748712,18748712,0,4799670272,4799680256,0,0,0,0,
9243737,9243737,0,,9504883,9504910,0,,18748620,18748647,0,4799646720,4799640832,0,0,0,0,
9241929,9241929,0,,9506608,9506613,0,,18748537,18748542,0,4799625472,4799627008,0,0,0,0,
9240089,9240089,0,,9508546,9508546,0,,18748635,18748635,0,4799650560,4799660288,0,0,0,0,
9241302,9241302,0,,9507211,9507208,0,,18748513,18748510,0,4799626752,4799616256,0,0,0,0,
9243974,9243974,0,,9504638,9504641,0,,18748612,18748615,0,4799645440,4799641344,0,0,0,0,
9239922,9239922,0,,9508301,9508298,0,,18748223,18748220,0,4799544320,4799552256,0,0,0,0,
9240436,9240436,0,,9508374,9508377,0,,18748810,18748813,0,4799696128,4799692544,0,0,0,0,
9245316,9245316,0,,9503304,9503296,0,,18748620,18748612,0,4799644672,4799642624,0,0,0,0,
9238401,9238401,0,,9509887,9509895,0,,18748288,18748296,0,4799563776,4799566080,0,0,0,0,
9240136,9240136,0,,9508720,9508720,0,,18748856,18748856,0,4799707136,4799703296,0,0,0,0,
6447211,6447211,0,,6625054,6625022,0,,13072265,13072233,0,3346491648,3346487296,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
535468,535468,0,,548928,548960,0,,1084396,1084428,0,277605376,277616128,1859,0,0,0,
10850590,10850590,0,,11090296,11090296,0,,21940886,21940886,0,5616875008,5616875264,75235,0,0,0,
10851434,10851434,0,,11091528,11091526,0,,21942962,21942960,0,5617390080,5617389312,75223,0,0,0,
10850520,10850520,0,,11091408,11091407,0,,21941928,21941927,0,5617133568,5617134848,75431,0,0,0,
10850904,10850904,0,,11087836,11087839,0,,21938740,21938743,0,5616317440,5616315392,75811,0,0,0,
10851880,10851880,0,,11092035,11092035,0,,21943915,21943915,0,5617642240,5617649920,71576,0,0,0,
10850139,10850139,0,,11091828,11091828,0,,21941967,21941967,0,5617143552,5617144576,73924,0,0,0,
10851228,10851228,0,,11092307,11092275,0,,21943535,21943503,0,5617544960,5617543680,74934,0,0,0,
10851105,10851105,0,,11092563,11092595,0,,21943668,21943700,0,5617579008,5617579520,74825,0,0,0,
10850775,10850775,0,,11090937,11090937,0,,21941712,21941712,0,5617078272,5617074176,72540,0,0,0,
10851735,10851735,0,,11092832,11092832,0,,21944567,21944567,0,5617809152,5617808384,70503,0,0,0,
10850683,10850683,0,,11093141,11093140,0,,21943824,21943823,0,5617618944,5617615104,72536,0,0,0,
10850498,10850498,0,,11093319,11093320,0,,21943817,21943818,0,5617617152,5617619968,73625,0,0,0,
10851654,10851654,0,,11093545,11093544,0,,21945199,21945198,0,5617970944,5617967360,73374,0,0,0,
10850387,10850387,0,,11091365,11091365,0,,21941752,21941752,0,5617088512,5617094400,74751,0,0,0,
10851372,10851372,0,,11090567,11090566,0,,21941939,21941938,0,5617144064,5617137920,71923,0,0,0,
10851861,10851861,0,,11092306,11092308,0,,21944167,21944169,0,5617707264,5617713664,72520,0,0,0,
10512573,10512573,0,,10743940,10743908,0,,21256513,21256481,0,5441659136,5441645056,71189,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
10379638,10379638,0,,10527005,10527037,0,,20906643,20906675,0,5352108800,5352118272,1484867,0,0,0,
10909008,10909008,0,,11057866,11057864,0,,21966874,21966872,0,5623511552,5623510016,1560394,0,0,0,
10905236,10905236,0,,11057166,11057168,0,,21962402,21962404,0,5622374912,5622380544,1564821,0,0,0,
10911144,10911144,0,,11059836,11059836,0,,21970980,21970980,0,5624570880,5624565760,1556410,0,0,0,
10906738,10906738,0,,11057771,11057739,0,,21964509,21964477,0,5622914304,5622925568,1562890,0,0,0,
10906834,10906834,0,,11060129,11060161,0,,21966963,21966995,0,5623542528,5623541504,1560888,0,0,0,
10908209,10908209,0,,11057456,11057454,0,,21965665,21965663,0,5623210240,5623200512,1561448,0,0,0,
10906000,10906000,0,,11057111,11057113,0,,21963111,21963113,0,5622556416,5622560768,1564664,0,0,0,
10907863,10907863,0,,11058333,11058333,0,,21966196,21966196,0,5623346176,5623351808,1560777,0,0,0,
10908199,10908199,0,,11058817,11058817,0,,21967016,21967016,0,5623564288,5623553536,1559990,0,0,0,
10906745,10906745,0,,11059130,11059129,0,,21965875,21965874,0,5623255808,5623258624,1561362,0,0,0,
10907708,10907708,0,,11059328,11059327,0,,21967036,21967035,0,5623568896,5623576320,1560258,0,0,0,
10908358,10908358,0,,11058273,11058274,0,,21966631,21966632,0,5623449856,5623447296,1560748,0,0,0,
10906191,10906191,0,,11058866,11058867,0,,21965057,21965058,0,5623054592,5623054336,1562305,0,0,0,
10907160,10907160,0,,11059584,11059584,0,,21966744,21966744,0,5623486464,5623488256,1560674,0,0,0,
10907239,10907239,0,,11058570,11058538,0,,21965809,21965777,0,5623247104,5623242496,1561544,0,0,0,
10908652,10908652,0,,11059330,11059361,0,,21967982,21968013,0,5623803392,5623804928,1559449,0,0,0,
2552847,2552847,0,,2588982,2588951,0,,5141829,5141798,0,1316308224,1316293888,363713,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
7610274,7610274,0,,7721388,7721420,0,,15331662,15331694,0,3924905472,3924914432,581694,0,0,0,
10927795,10927795,0,,11084312,11084312,0,,22012107,22012107,0,5635099392,5635108352,842858,0,0,0,
10926147,10926147,0,,11086486,11086486,0,,22012633,22012633,0,5635234048,5635238656,843258,0,0,0,
10928975,10928975,0,,11084460,11084458,0,,22013435,22013433,0,5635447040,5635426048,841051,0,0,0,
10925218,10925218,0,,11086786,11086788,0,,22012004,22012006,0,5635065344,5635083264,843904,0,0,0,
10927142,10927142,0,,11087768,11087768,0,,22014910,22014910,0,5635825152,5635819008,839609,0,0,0,
10932862,10932862,0,,11087084,11087084,0,,22019946,22019946,0,5637097984,5637094656,836555,0,0,0,
10932891,10932891,0,,11089852,11089820,0,,22022743,22022711,0,5637822208,5637830400,831911,0,0,0,
10930069,10930069,0,,11089353,11089353,0,,22019422,22019422,0,5636972032,5636966912,835946,0,0,0,
10931729,10931729,0,,11088681,11088681,0,,22020410,22020410,0,5637224960,5637228800,834631,0,0,0,
10928707,10928707,0,,11089501,11089501,0,,22018208,22018208,0,5636661248,5636653056,837606,0,0,0,
10932324,10932324,0,,11089622,11089654,0,,22021946,22021978,0,5637626368,5637628928,832348,0,0,0,
10930609,10930609,0,,11088904,11088904,0,,22019513,22019513,0,5636987136,5636998912,836478,0,0,0,
10933150,10933150,0,,11091026,11091026,0,,22024176,22024176,0,5638189056,5638179584,830323,0,0,0,
10930910,10930910,0,,11087801,11087801,0,,22018711,22018711,0,5636790016,5636791552,837355,0,0,0,
10931707,10931707,0,,11091851,11091851,0,,22023558,22023558,0,5638030848,5638035456,831528,0,0,0,
10929197,10929197,0,,11090805,11090805,0,,22020002,22020002,0,5637120512,5637114112,835410,0,0,0,
5435855,5435855,0,,5515675,5515643,0,,10951530,10951498,0,2803591680,2803578368,415835,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
2801770,2801770,0,,2850471,2850503,0,,5652241,5652273,0,1446973696,1446986496,97149,0,0,0,
10924788,10924788,0,,11111754,11111754,0,,22036542,22036542,0,5641354752,5641351680,391898,0,0,0,
10928542,10928542,0,,11113174,11113174,0,,22041716,22041716,0,5642679296,5642679808,387159,0,0,0,
10926404,10926404,0,,11113414,11113414,0,,22039818,22039818,0,5642193408,5642199296,386758,0,0,0,
10926798,10926798,0,,11115201,11115201,0,,22041999,22041999,0,5642759936,5642747904,386974,0,0,0,
10925042,10925042,0,,11117060,11117060,0,,22042102,22042102,0,5642778112,5642789120,385723,0,0,0,
10925532,10925532,0,,11114381,11114381,0,,22039913,22039913,0,5642209536,5642203392,387037,0,0,0,
10925284,10925284,0,,11114326,11114326,0,,22039610,22039610,0,5642140160,5642144256,389904,0,0,0,
10927588,10927588,0,,11117215,11117215,0,,22044803,22044803,0,5643469568,5643478784,382308,0,0,0,
10926341,10926341,0,,11114749,11114749,0,,22041090,22041090,0,5642519040,5642514688,386634,0,0,0,
10926728,10926728,0,,11117958,11117926,0,,22044686,22044654,0,5643439616,5643439872,384505,0,0,0,
10928760,10928760,0,,11116502,11116534,0,,22045262,22045294,0,5643595264,5643581440,381961,0,0,0,
10925568,10925568,0,,11115213,11115213,0,,22040781,22040781,0,5642431744,5642441472,386704,0,0,0,
10924836,10924836,0,,11116284,11116284,0,,22041120,22041120,0,5642534912,5642530304,387884,0,0,0,
10928296,10928296,0,,11116479,11116479,0,,22044775,22044775,0,5643454208,5643462400,382852,0,0,0,
10922838,10922838,0,,11115792,11115792,0,,22038630,22038630,0,5641889280,5641884416,388732,0,0,0,
10924105,10924105,0,,11115376,11115376,0,,22039481,22039481,0,5642115328,5642105600,389327,0,0,0,
8451415,8451415,0,,8597739,8597707,0,,17049154,17049122,0,4364575232,4364572160,295812,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
10813297,10813297,0,,11024061,11024093,0,,21837358,21837390,0,5590363648,5590380544,196968,0,0,0,
10902849,10902849,0,,11115256,11115256,0,,22018105,22018105,0,5636643072,5636629760,202136,0,0,0,
10900919,10900919,0,,11112509,11112508,0,,22013428,22013427,0,5635437312,5635442944,206427,0,0,0,
10899552,10899552,0,,11113405,11113404,0,,22012957,22012956,0,5635316736,5635311104,206430,0,0,0,
10901140,10901140,0,,11114638,11114640,0,,22015778,22015780,0,5636039680,5636044288,204418,0,0,0,
10901196,10901196,0,,11113403,11113403,0,,22014599,22014599,0,5635737344,5635731456,206044,0,0,0,
10901264,10901264,0,,11116060,11116028,0,,22017324,22017292,0,5636426752,5636447232,202440,0,0,0,
10900852,10900852,0,,11115441,11115473,0,,22016293,22016325,0,5636179200,5636168704,204716,0,0,0,
10901560,10901560,0,,11114431,11114431,0,,22015991,22015991,0,5636085504,5636082688,203970,0,0,0,
10902212,10902212,0,,11114537,11114537,0,,22016749,22016749,0,5636287744,5636292352,203180,0,0,0,
10901644,10901644,0,,11114856,11114856,0,,22016500,22016500,0,5636232192,5636221696,204036,0,0,0,
10902215,10902215,0,,11113261,11113261,0,,22015476,22015476,0,5635953664,5635971584,205839,0,0,0,
10905176,10905176,0,,11115008,11114976,0,,22020184,22020152,0,5637167104,5637167104,199589,0,0,0,
10903113,10903113,0,,11115279,11115311,0,,22018392,22018424,0,5636716544,5636710144,203129,0,0,0,
10905007,10905007,0,,11115978,11115978,0,,22020985,22020985,0,5637363968,5637364992,199600,0,0,0,
10903700,10903700,0,,11115496,11115464,0,,22019196,22019164,0,5636914176,5636918272,200826,0,0,0,
10902213,10902213,0,,11116614,11116646,0,,22018827,22018859,0,5636819712,5636812544,200829,0,0,0,
412093,412093,0,,422321,422289,0,,834414,834382,0,213609984,213596928,11343,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
8679296,8679296,0,,8849394,8849426,0,,17528690,17528722,0,4487352832,4487366912,157096,0,0,0,
10901146,10901146,0,,11111449,11111449,0,,22012595,22012595,0,5635216128,5635213312,207676,0,0,0,
10902467,10902467,0,,11112343,11112343,0,,22014810,22014810,0,5635799552,5635799808,205122,0,0,0,
10902802,10902802,0,,11114373,11114373,0,,22017175,22017175,0,5636396800,5636398080,203527,0,0,0,
10903084,10903084,0,,11113875,11113875,0,,22016959,22016959,0,5636341504,5636331008,204459,0,0,0,
10903700,10903700,0,,11114061,11114061,0,,22017761,22017761,0,5636546816,5636558336,201817,0,0,0,
10903120,10903120,0,,11114535,11114535,0,,22017655,22017655,0,5636511488,5636507904,203425,0,0,0,
10904966,10904966,0,,11113346,11113346,0,,22018312,22018312,0,5636687872,5636696064,202682,0,0,0,
10903662,10903662,0,,11115252,11115252,0,,22018914,22018914,0,5636841984,5636834560,201264,0,0,0,
10902315,10902315,0,,11115559,11115559,0,,22017874,22017874,0,5636575744,5636584960,201761,0,0,0,
10902710,10902710,0,,11114405,11114373,0,,22017115,22017083,0,5636381440,5636374528,202999,0,0,0,
10902113,10902113,0,,11115331,11115363,0,,22017444,22017476,0,5636473856,5636475392,201955,0,0,0,
10902702,10902702,0,,11114354,11114354,0,,22017056,22017056,0,5636358144,5636357120,204136,0,0,0,
10901140,10901140,0,,11116390,11116390,0,,22017530,22017530,0,5636487680,5636487680,202076,0,0,0,
10901319,10901319,0,,11115191,11115191,0,,22016510,22016510,0,5636226560,5636220928,204803,0,0,0,
10901886,10901886,0,,11116009,11116009,0,,22017895,22017895,0,5636589312,5636585728,201270,0,0,0,
10902355,10902355,0,,11114779,11114779,0,,22017134,22017134,0,5636386304,5636389376,202948,0,0,0,
3282699,3282699,0,,3347351,3347319,0,,6630050,6630018,0,1697284608,1697276928,63343,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
5855235,5855235,0,,5968338,5968338,0,,11823573,11823573,0,3026834688,3026860800,106152,0,0,0,
10901179,10901179,0,,11111621,11111652,0,,22012800,22012831,0,5635276800,5635262976,206685,0,0,0,
10899713,10899713,0,,11113700,11113701,0,,22013413,22013414,0,5635433728,5635439872,205785,0,0,0,
10902595,10902595,0,,11114275,11114275,0,,22016870,22016870,0,5636318720,5636312064,202921,0,0,0,
10901111,10901111,0,,11114188,11114188,0,,22015299,22015299,0,5635916544,5635926272,205977,0,0,0,
10902448,10902448,0,,11113512,11113512,0,,22015960,22015960,0,5636085760,5636078592,203309,0,0,0,
10901741,10901741,0,,11112682,11112682,0,,22014423,22014423,0,5635692288,5635691776,205793,0,0,0,
10901511,10901511,0,,11114231,11114199,0,,22015742,22015710,0,5636029952,5636031232,204907,0,0,0,
10904104,10904104,0,,11115260,11115292,0,,22019364,22019396,0,5636957184,5636954112,201258,0,0,0,
10904096,10904096,0,,11113187,11113186,0,,22017283,22017282,0,5636424448,5636420352,202889,0,0,0,
10903419,10903419,0,,11114817,11114816,0,,22018236,22018235,0,5636676096,5636682240,203040,0,0,0,
10904159,10904159,0,,11113915,11113917,0,,22018074,22018076,0,5636627456,5636629248,202593,0,0,0,
10904038,10904038,0,,11114920,11114920,0,,22018958,22018958,0,5636845056,5636842752,201112,0,0,0,
10903192,10903192,0,,11113670,11113670,0,,22016862,22016862,0,5636324864,5636317440,202342,0,0,0,
10903908,10903908,0,,11113854,11113822,0,,22017762,22017730,0,5636538880,5636546560,202427,0,0,0,
10902091,10902091,0,,11115226,11115258,0,,22017317,22017349,0,5636433152,5636440320,202810,0,0,0,
10904602,10904602,0,,11113174,11113142,0,,22017776,22017744,0,5636550656,5636541696,203122,0,0,0,
6164657,6164657,0,,6284097,6284097,0,,12448754,12448754,0,3186881024,3186868992,113196,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,
