Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
4998898,4998898,0,,4998898,4998898,0,889803844,959788416,839,0,0,0,
4998807,4998807,0,,4998807,4998807,0,889787646,959776320,856,0,0,0,
4998822,4998822,0,,4998822,4998822,0,889790316,959768448,888,0,0,0,
2615586,2615586,0,,2615586,2615586,0,465574308,502192512,900,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
925240,925240,0,,925240,925240,0,164692720,177651456,272718,0,0,0,
5815922,5815922,0,,5815922,5815922,0,1035234116,1116651840,1691680,0,0,0,
5812362,5812362,0,,5812362,5812362,0,1034600436,1115973888,1695146,0,0,0,
5814516,5814516,0,,5814516,5814516,0,1034983848,1116386496,1693086,0,0,0,
5810736,5810736,0,,5810736,5810736,0,1034311008,1115661312,1696676,0,0,0,
5814724,5814724,0,,5814724,5814724,0,1035020872,1116427008,1692846,0,0,0,
5812360,5812360,0,,5812360,5812360,0,1034600080,1115973120,1695084,0,0,0,
5811305,5811305,0,,5811305,5811305,0,1034412290,1115777280,1696201,0,0,0,
5814263,5814263,0,,5814263,5814263,0,1034938814,1116337920,1693275,0,0,0,
5815612,5815612,0,,5815612,5815612,0,1035178936,1116595200,1691832,0,0,0,
5814093,5814093,0,,5814093,5814093,0,1034908554,1116302592,1693447,0,0,0,
5816715,5816715,0,,5816715,5816715,0,1035375270,1116808704,1690887,0,0,0,
5813436,5813436,0,,5813436,5813436,0,1034791608,1116179712,1693944,0,0,0,
5813148,5813148,0,,5813148,5813148,0,1034740344,1116132096,1694453,0,0,0,
5811644,5811644,0,,5811644,5811644,0,1034472632,1115827968,1695769,0,0,0,
5816264,5816264,0,,5816264,5816264,0,1035294992,1116729600,1691306,0,0,0,
5815588,5815588,0,,5815588,5815588,0,1035174664,1116591360,1691942,0,0,0,
5818100,5818100,0,,5818100,5818100,0,1035621800,1117074816,1689326,0,0,0,
5816112,5816112,0,,5816112,5816112,0,1035267936,1116694656,1691422,0,0,0,
5819304,5819304,0,,5819304,5819304,0,1035836112,1117300224,1688073,0,0,0,
5817652,5817652,0,,5817652,5817652,0,1035542056,1116989184,1689985,0,0,0,
5818821,5818821,0,,5818821,5818821,0,1035750138,1117213632,1688685,0,0,0,
5816356,5816356,0,,5816356,5816356,0,1035311368,1116746304,1691088,0,0,0,
5817741,5817741,0,,5817741,5817741,0,1035557898,1117000320,1689827,0,0,0,
5814717,5814717,0,,5814717,5814717,0,1035019626,1116425856,1692758,0,0,0,
5816753,5816753,0,,5816753,5816753,0,1035382034,1116822912,1690756,0,0,0,
5815435,5815435,0,,5815435,5815435,0,1035147430,1116561408,1692105,0,0,0,
5813571,5813571,0,,5813571,5813571,0,1034815638,1116207744,1693905,0,0,0,
5814094,5814094,0,,5814094,5814094,0,1034908732,1116300288,1693444,0,0,0,
5812008,5812008,0,,5812008,5812008,0,1034537424,1115908608,1695402,0,0,0,
5816595,5816595,0,,5816595,5816595,0,1035353910,1116782592,1690945,0,0,0,
5812737,5812737,0,,5812737,5812737,0,1034667186,1116045312,1694865,0,0,0,
5817048,5817048,0,,5817048,5817048,0,1035434544,1116873216,1690364,0,0,0,
5814824,5814824,0,,5814824,5814824,0,1035038672,1116446208,1692682,0,0,0,
5815115,5815115,0,,5815115,5815115,0,1035090470,1116502080,1692354,0,0,0,
5812629,5812629,0,,5812629,5812629,0,1034647962,1116030144,1694948,0,0,0,
5816620,5816620,0,,5816620,5816620,0,1035358360,1116785664,1690950,0,0,0,
5814507,5814507,0,,5814507,5814507,0,1034982246,1116385344,1692935,0,0,0,
5817769,5817769,0,,5817769,5817769,0,1035562882,1117013952,1689739,0,0,0,
5817603,5817603,0,,5817603,5817603,0,1035533334,1116977472,1689936,0,0,0,
5815528,5815528,0,,5815528,5815528,0,1035163984,1116581568,1691982,0,0,0,
5814297,5814297,0,,5814297,5814297,0,1034944866,1116351552,1693176,0,0,0,
5813744,5813744,0,,5813744,5813744,0,1034846432,1116232128,1693858,0,0,0,
5816404,5816404,0,,5816404,5816404,0,1035319912,1116754176,1690976,0,0,0,
5812612,5812612,0,,5812612,5812612,0,1034644936,1116021504,1694958,0,0,0,
5815028,5815028,0,,5815028,5815028,0,1035074984,1116485376,1692483,0,0,0,
5817180,5817180,0,,5817180,5817180,0,1035458040,1116900096,1690291,0,0,0,
5813540,5813540,0,,5813540,5813540,0,1034810120,1116199680,1694000,0,0,0,
5814412,5814412,0,,5814412,5814412,0,1034965336,1116367104,1693158,0,0,0,
5814420,5814420,0,,5814420,5814420,0,1034966760,1116362496,1692992,0,0,0,
5814404,5814404,0,,5814404,5814404,0,1034963912,1116365568,1693198,0,0,0,
5817232,5817232,0,,5817232,5817232,0,1035467296,1116910848,1690308,0,0,0,
5811996,5811996,0,,5811996,5811996,0,1034535288,1115907840,1695414,0,0,0,
5816328,5816328,0,,5816328,5816328,0,1035306384,1116734976,1691212,0,0,0,
5813960,5813960,0,,5813960,5813960,0,1034884880,1116273408,1693578,0,0,0,
5815998,5815998,0,,5815998,5815998,0,1035247644,1116673920,1691448,0,0,0,
5815658,5815658,0,,5815658,5815658,0,1035187124,1116604032,1691910,0,0,0,
5814702,5814702,0,,5814702,5814702,0,1035016956,1116423168,1692808,0,0,0,
5812558,5812558,0,,5812558,5812558,0,1034635324,1116010752,1694914,0,0,0,
5816424,5816424,0,,5816424,5816424,0,1035323472,1116753408,1691148,0,0,0,
5813892,5813892,0,,5813892,5813892,0,1034872776,1116267264,1693626,0,0,0,
5817872,5817872,0,,5817872,5817872,0,1035581216,1117038336,1689560,0,0,0,
5812172,5812172,0,,5812172,5812172,0,1034566616,1115933952,1695398,0,0,0,
1077080,1077080,0,,1077080,1077080,0,191720240,206795520,314952,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
2776444,2776444,0,,2776444,2776444,0,494207032,533077248,203214,0,0,0,
5825856,5825856,0,,5825856,5825856,0,1037002368,1118564352,423728,0,0,0,
5822092,5822092,0,,5822092,5822092,0,1036332376,1117841664,427592,0,0,0,
5823032,5823032,0,,5823032,5823032,0,1036499696,1118022144,426548,0,0,0,
5824444,5824444,0,,5824444,5824444,0,1036751032,1118293248,425263,0,0,0,
5823200,5823200,0,,5823200,5823200,0,1036529600,1118055936,426423,0,0,0,
5823612,5823612,0,,5823612,5823612,0,1036602936,1118132736,426034,0,0,0,
5824488,5824488,0,,5824488,5824488,0,1036758864,1118300928,425160,0,0,0,
5823652,5823652,0,,5823652,5823652,0,1036610056,1118146560,425966,0,0,0,
5819072,5819072,0,,5819072,5819072,0,1035794816,1117264128,430540,0,0,0,
5810116,5810116,0,,5810116,5810116,0,1034200648,1115538432,439500,0,0,0,
5811516,5811516,0,,5811516,5811516,0,1034449848,1115812608,438104,0,0,0,
5824832,5824832,0,,5824832,5824832,0,1036820096,1118369280,424780,0,0,0,
5822828,5822828,0,,5822828,5822828,0,1036463384,1117976064,426756,0,0,0,
5824312,5824312,0,,5824312,5824312,0,1036727536,1118267904,425368,0,0,0,
5818328,5818328,0,,5818328,5818328,0,1035662384,1117125120,431256,0,0,0,
5827888,5827888,0,,5827888,5827888,0,1037364064,1118948352,421760,0,0,0,
5824548,5824548,0,,5824548,5824548,0,1036769544,1118316864,425066,0,0,0,
5824716,5824716,0,,5824716,5824716,0,1036799448,1118341824,424932,0,0,0,
5824284,5824284,0,,5824284,5824284,0,1036722552,1118271552,425401,0,0,0,
5823456,5823456,0,,5823456,5823456,0,1036575168,1118094528,426188,0,0,0,
5826432,5826432,0,,5826432,5826432,0,1037104896,1118683392,423215,0,0,0,
5826212,5826212,0,,5826212,5826212,0,1037065736,1118632704,423372,0,0,0,
5821932,5821932,0,,5821932,5821932,0,1036303896,1117802496,427716,0,0,0,
5825188,5825188,0,,5825188,5825188,0,1036883464,1118440704,424396,0,0,0,
5826396,5826396,0,,5826396,5826396,0,1037098488,1118663424,423188,0,0,0,
5824456,5824456,0,,5824456,5824456,0,1036753168,1118296320,425224,0,0,0,
5826444,5826444,0,,5826444,5826444,0,1037107032,1118681856,423170,0,0,0,
5823944,5823944,0,,5823944,5823944,0,1036662032,1118195904,425767,0,0,0,
5829488,5829488,0,,5829488,5829488,0,1037648864,1119257664,420065,0,0,0,
5825308,5825308,0,,5825308,5825308,0,1036904824,1118459136,424277,0,0,0,
5827908,5827908,0,,5827908,5827908,0,1037367624,1118959104,421707,0,0,0,
5826608,5826608,0,,5826608,5826608,0,1037136224,1118711424,423025,0,0,0,
5826552,5826552,0,,5826552,5826552,0,1037126256,1118694528,423175,0,0,0,
5828156,5828156,0,,5828156,5828156,0,1037411768,1119005952,421460,0,0,0,
5827656,5827656,0,,5827656,5827656,0,1037322768,1118915328,421960,0,0,0,
5826876,5826876,0,,5826876,5826876,0,1037183928,1118761728,422740,0,0,0,
5824956,5824956,0,,5824956,5824956,0,1036842168,1118390016,424722,0,0,0,
5823808,5823808,0,,5823808,5823808,0,1036637824,1118171904,425809,0,0,0,
5825596,5825596,0,,5825596,5825596,0,1036956088,1118509056,424019,0,0,0,
5822828,5822828,0,,5822828,5822828,0,1036463384,1117982208,426788,0,0,0,
5826105,5826105,0,,5826105,5826105,0,1037046690,1118612160,423447,0,0,0,
5821895,5821895,0,,5821895,5821895,0,1036297310,1117805376,427785,0,0,0,
5827776,5827776,0,,5827776,5827776,0,1037344128,1118931456,421840,0,0,0,
5826445,5826445,0,,5826445,5826445,0,1037107210,1118677440,423202,0,0,0,
5824171,5824171,0,,5824171,5824171,0,1036702438,1118249280,425506,0,0,0,
5822504,5822504,0,,5822504,5822504,0,1036405712,1117917696,426890,0,0,0,
5824403,5824403,0,,5824403,5824403,0,1036743734,1118284032,425386,0,0,0,
5825249,5825249,0,,5825249,5825249,0,1036894322,1118443776,424459,0,0,0,
5826646,5826646,0,,5826646,5826646,0,1037142988,1118718720,422833,0,0,0,
5824570,5824570,0,,5824570,5824570,0,1036773460,1118318592,425046,0,0,0,
5824280,5824280,0,,5824280,5824280,0,1036721840,1118257920,425462,0,0,0,
5829608,5829608,0,,5829608,5829608,0,1037670224,1119290880,420010,0,0,0,
5829744,5829744,0,,5829744,5829744,0,1037694432,1119304704,419872,0,0,0,
5826636,5826636,0,,5826636,5826636,0,1037141208,1118714112,422984,0,0,0,
5826400,5826400,0,,5826400,5826400,0,1037099200,1118668800,423244,0,0,0,
5830176,5830176,0,,5830176,5830176,0,1037771328,1119398400,419438,0,0,0,
5824348,5824348,0,,5824348,5824348,0,1036733944,1118273088,425300,0,0,0,
5825556,5825556,0,,5825556,5825556,0,1036948968,1118503872,424060,0,0,0,
5825704,5825704,0,,5825704,5825704,0,1036975312,1118535168,423848,0,0,0,
5827004,5827004,0,,5827004,5827004,0,1037206712,1118784768,422644,0,0,0,
5828032,5828032,0,,5828032,5828032,0,1037389696,1118990592,421584,0,0,0,
4931512,4931512,0,,4931512,4931512,0,877809136,946841856,356946,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
4507481,4507481,0,,4507481,4507481,0,802331618,865439040,0,0,0,0,
5620568,5620568,0,,5620568,5620568,0,1000461104,1079149632,1110,0,0,0,
5620551,5620551,0,,5620551,5620551,0,1000458078,1079142528,1144,0,0,0,
5620480,5620480,0,,5620480,5620480,0,1000445440,1079139072,1124,0,0,0,
5620466,5620466,0,,5620466,5620466,0,1000442948,1079125632,1240,0,0,0,
5620574,5620574,0,,5620574,5620574,0,1000462172,1079150592,1102,0,0,0,
