Lcore 0,,,,Aggregate statistics,,,,,,,,,,
Current TX rate (PPS),Current RX rate (PPS),Current Drop rate (PPS),,Total TX rate (PPS),Total RX rate (PPS),Total Drop rate (PPS),Total TX bytes rate,Total RX bytes rate,Total rx H/w drops rate,Total error pkt rate,Total failed transmission rate,Total rx mbuf failure rate
4998835,4998835,0,,4998835,4998835,0,959776320,959775744,890,0,0,0,
4998751,4998751,0,,4998751,4998751,0,959760192,959757696,920,0,0,0,
4998840,4998840,0,,4998840,4998840,0,959777280,959777280,900,0,0,0,
4998893,4998893,0,,4998893,4998893,0,959787456,959787456,838,0,0,0,
1258749,1258749,0,,1258749,1258749,0,241679808,241679808,864,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
3945364,3945364,0,,3945364,3945364,0,757509888,757512000,1315196,0,0,0,
5632764,5632764,0,,5632764,5632764,0,1081490688,1081488576,1874744,0,0,0,
5630185,5630185,0,,5630185,5630185,0,1080995520,1080995520,1877254,0,0,0,
5632994,5632994,0,,5632994,5632994,0,1081534848,1081538112,1874584,0,0,0,
5630629,5630629,0,,5630629,5630629,0,1081080768,1081079040,1876906,0,0,0,
5632576,5632576,0,,5632576,5632576,0,1081454592,1081458816,1874836,0,0,0,
5628844,5628844,0,,5628844,5628844,0,1080738048,1080738432,1878726,0,0,0,
5631644,5631644,0,,5631644,5631644,0,1081275648,1081275648,1875896,0,0,0,
5630688,5630688,0,,5630688,5630688,0,1081092096,1081092864,1876873,0,0,0,
5633088,5633088,0,,5633088,5633088,0,1081552896,1081545984,1874305,0,0,0,
5630616,5630616,0,,5630616,5630616,0,1081078272,1081084416,1876982,0,0,0,
5631756,5631756,0,,5631756,5631756,0,1081297152,1081291008,1875813,0,0,0,
5627920,5627920,0,,5627920,5627920,0,1080560640,1080560640,1879525,0,0,0,
5630316,5630316,0,,5630316,5630316,0,1081020672,1081026048,1877222,0,0,0,
5629359,5629359,0,,5629359,5629359,0,1080836928,1080838656,1878053,0,0,0,
5631049,5631049,0,,5631049,5631049,0,1081161408,1081155072,1876521,0,0,0,
5629792,5629792,0,,5629792,5629792,0,1080920064,1080919296,1877720,0,0,0,
5633040,5633040,0,,5633040,5633040,0,1081543680,1081550592,1874590,0,0,0,
5631440,5631440,0,,5631440,5631440,0,1081236480,1081231872,1875940,0,0,0,
5632140,5632140,0,,5632140,5632140,0,1081370880,1081368576,1875462,0,0,0,
5630792,5630792,0,,5630792,5630792,0,1081112064,1081113600,1876748,0,0,0,
5632740,5632740,0,,5632740,5632740,0,1081486080,1081489920,1874670,0,0,0,
5631152,5631152,0,,5631152,5631152,0,1081181184,1081181952,1876420,0,0,0,
5631974,5631974,0,,5631974,5631974,0,1081339008,1081332864,1875467,0,0,0,
5631510,5631510,0,,5631510,5631510,0,1081249920,1081256256,1875968,0,0,0,
5632804,5632804,0,,5632804,5632804,0,1081498368,1081495872,1874829,0,0,0,
5633605,5633605,0,,5633605,5633605,0,1081652160,1081649664,1873932,0,0,0,
5631567,5631567,0,,5631567,5631567,0,1081260864,1081259520,1875826,0,0,0,
5632948,5632948,0,,5632948,5632948,0,1081526016,1081526016,1874584,0,0,0,
5632156,5632156,0,,5632156,5632156,0,1081373952,1081373952,1875442,0,0,0,
5634052,5634052,0,,5634052,5634052,0,1081737984,1081737984,1873395,0,0,0,
5632587,5632587,0,,5632587,5632587,0,1081456704,1081457472,1874948,0,0,0,
5633905,5633905,0,,5633905,5633905,0,1081709760,1081715136,1873635,0,0,0,
5634018,5634018,0,,5634018,5634018,0,1081731456,1081725696,1873582,0,0,0,
5636054,5636054,0,,5636054,5636054,0,1082122368,1082121984,1871391,0,0,0,
5635344,5635344,0,,5635344,5635344,0,1081986048,1081986048,1872163,0,0,0,
5638232,5638232,0,,5638232,5638232,0,1082540544,1082540544,1869340,0,0,0,
5636768,5636768,0,,5636768,5636768,0,1082259456,1082259456,1870674,0,0,0,
5637660,5637660,0,,5637660,5637660,0,1082430720,1082431296,1869880,0,0,0,
5635232,5635232,0,,5635232,5635232,0,1081964544,1081963968,1872338,0,0,0,
5637160,5637160,0,,5637160,5637160,0,1082334720,1082334720,1870320,0,0,0,
5634228,5634228,0,,5634228,5634228,0,1081771776,1081775424,1873242,0,0,0,
5635802,5635802,0,,5635802,5635802,0,1082073984,1082070336,1871706,0,0,0,
5630218,5630218,0,,5630218,5630218,0,1081001856,1081008000,1877343,0,0,0,
5635592,5635592,0,,5635592,5635592,0,1082033664,1082029824,1871891,0,0,0,
5632348,5632348,0,,5632348,5632348,0,1081410816,1081408512,1875117,0,0,0,
5635708,5635708,0,,5635708,5635708,0,1082055936,1082059008,1871841,0,0,0,
5631260,5631260,0,,5631260,5631260,0,1081201920,1081206528,1876300,0,0,0,
5635908,5635908,0,,5635908,5635908,0,1082094336,1082092032,1871575,0,0,0,
5629679,5629679,0,,5629679,5629679,0,1080898368,1080892992,1877736,0,0,0,
5634457,5634457,0,,5634457,5634457,0,1081815744,1081821888,1873149,0,0,0,
5633811,5633811,0,,5633811,5633811,0,1081691712,1081691136,1873725,0,0,0,
5635979,5635979,0,,5635979,5635979,0,1082107968,1082102400,1871431,0,0,0,
5634421,5634421,0,,5634421,5634421,0,1081808832,1081813632,1873170,0,0,0,
5632248,5632248,0,,5632248,5632248,0,1081391616,1081393728,1875303,0,0,0,
5633713,5633713,0,,5633713,5633713,0,1081672896,1081671360,1873731,0,0,0,
5629964,5629964,0,,5629964,5629964,0,1080953088,1080951552,1877574,0,0,0,
5618268,5618268,0,,5618268,5618268,0,1078707456,1078703616,1889176,0,0,0,
5620156,5620156,0,,5620156,5620156,0,1079069952,1079069952,1887418,0,0,0,
5622652,5622652,0,,5622652,5622652,0,1079549184,1079549184,1884856,0,0,0,
5621300,5621300,0,,5621300,5621300,0,1079289600,1079290176,1886263,0,0,0,
5634116,5634116,0,,5634116,5634116,0,1081750272,1081751232,1873363,0,0,0,
5148880,5148880,0,,5148880,5148880,0,988584960,988583424,1707356,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
246692,246692,0,,246692,246692,0,47364864,47372544,30208,0,0,0,
5640156,5640156,0,,5640156,5640156,0,1082909952,1082903616,609492,0,0,0,
5637948,5637948,0,,5637948,5637948,0,1082486016,1082484672,611668,0,0,0,
5640686,5640686,0,,5640686,5640686,0,1083011712,1083021312,608898,0,0,0,
5637220,5637220,0,,5637220,5637220,0,1082346240,1082336640,612394,0,0,0,
5638754,5638754,0,,5638754,5638754,0,1082640768,1082650752,610894,0,0,0,
5637028,5637028,0,,5637028,5637028,0,1082309376,1082305536,612620,0,0,0,
5639048,5639048,0,,5639048,5639048,0,1082697216,1082697984,610538,0,0,0,
5640360,5640360,0,,5640360,5640360,0,1082949120,1082942208,609286,0,0,0,
5639708,5639708,0,,5639708,5639708,0,1082823936,1082830080,609880,0,0,0,
5639544,5639544,0,,5639544,5639544,0,1082792448,1082792448,610097,0,0,0,
5640084,5640084,0,,5640084,5640084,0,1082896128,1082896128,609503,0,0,0,
5642260,5642260,0,,5642260,5642260,0,1083313920,1083307776,607457,0,0,0,
5640285,5640285,0,,5640285,5640285,0,1082934720,1082940672,609388,0,0,0,
5639355,5639355,0,,5639355,5639355,0,1082756160,1082757120,610293,0,0,0,
5639108,5639108,0,,5639108,5639108,0,1082708736,1082707200,610476,0,0,0,
5638488,5638488,0,,5638488,5638488,0,1082589696,1082584320,611125,0,0,0,
5639032,5639032,0,,5639032,5639032,0,1082694144,1082696448,610587,0,0,0,
5639148,5639148,0,,5639148,5639148,0,1082716416,1082719488,610500,0,0,0,
5637764,5637764,0,,5637764,5637764,0,1082450688,1082454528,611820,0,0,0,
5640228,5640228,0,,5640228,5640228,0,1082923776,1082914560,609420,0,0,0,
5640344,5640344,0,,5640344,5640344,0,1082946048,1082951424,609272,0,0,0,
5639972,5639972,0,,5639972,5639972,0,1082874624,1082869824,609644,0,0,0,
5640392,5640392,0,,5640392,5640392,0,1082955264,1082964672,609254,0,0,0,
5639115,5639115,0,,5639115,5639115,0,1082710080,1082700096,610437,0,0,0,
5637729,5637729,0,,5637729,5637729,0,1082443968,1082444736,612002,0,0,0,
5639096,5639096,0,,5639096,5639096,0,1082706432,1082707200,610451,0,0,0,
5637577,5637577,0,,5637577,5637577,0,1082414784,1082419392,612153,0,0,0,
5638005,5638005,0,,5638005,5638005,0,1082496960,1082497344,611492,0,0,0,
5638057,5638057,0,,5638057,5638057,0,1082506944,1082500416,611710,0,0,0,
5638975,5638975,0,,5638975,5638975,0,1082683200,1082690304,610529,0,0,0,
5639342,5639342,0,,5639342,5639342,0,1082753664,1082748864,610258,0,0,0,
5640300,5640300,0,,5640300,5640300,0,1082937600,1082942208,609380,0,0,0,
5638112,5638112,0,,5638112,5638112,0,1082517504,1082510592,611566,0,0,0,
5631696,5631696,0,,5631696,5631696,0,1081285632,1081285824,617920,0,0,0,
5639584,5639584,0,,5639584,5639584,0,1082800128,1082799936,610019,0,0,0,
5638871,5638871,0,,5638871,5638871,0,1082663232,1082663232,610809,0,0,0,
5639513,5639513,0,,5639513,5639513,0,1082786496,1082792640,610052,0,0,0,
5637808,5637808,0,,5637808,5637808,0,1082459136,1082459136,611778,0,0,0,
5639164,5639164,0,,5639164,5639164,0,1082719488,1082718720,610451,0,0,0,
5639848,5639848,0,,5639848,5639848,0,1082850816,1082845440,609831,0,0,0,
5640776,5640776,0,,5640776,5640776,0,1083028992,1083028992,608844,0,0,0,
5639756,5639756,0,,5639756,5639756,0,1082833152,1082833152,609694,0,0,0,
5638756,5638756,0,,5638756,5638756,0,1082641152,1082641920,611053,0,0,0,
5638759,5638759,0,,5638759,5638759,0,1082641728,1082645952,610824,0,0,0,
5638089,5638089,0,,5638089,5638089,0,1082513088,1082515008,611535,0,0,0,
5639023,5639023,0,,5639023,5639023,0,1082692416,1082693184,610620,0,0,0,
5637905,5637905,0,,5637905,5637905,0,1082477760,1082475456,611676,0,0,0,
5639100,5639100,0,,5639100,5639100,0,1082707200,1082707200,610516,0,0,0,
5639336,5639336,0,,5639336,5639336,0,1082752512,1082747136,610312,0,0,0,
5639588,5639588,0,,5639588,5639588,0,1082800896,1082807424,609996,0,0,0,
5638924,5638924,0,,5638924,5638924,0,1082673408,1082666880,610724,0,0,0,
5639685,5639685,0,,5639685,5639685,0,1082819520,1082823936,609961,0,0,0,
5639100,5639100,0,,5639100,5639100,0,1082707200,1082703360,610516,0,0,0,
5638491,5638491,0,,5638491,5638491,0,1082590272,1082596608,611138,0,0,0,
5640340,5640340,0,,5640340,5640340,0,1082945280,1082945280,609231,0,0,0,
5639260,5639260,0,,5639260,5639260,0,1082737920,1082738304,610356,0,0,0,
5641460,5641460,0,,5641460,5641460,0,1083160320,1083156096,608156,0,0,0,
5640652,5640652,0,,5640652,5640652,0,1083005184,1083002880,608996,0,0,0,
5640816,5640816,0,,5640816,5640816,0,1083036672,1083036672,608801,0,0,0,
5641047,5641047,0,,5641047,5641047,0,1083081024,1083088896,608541,0,0,0,
5640457,5640457,0,,5640457,5640457,0,1082967744,1082959104,609344,0,0,0,
5639068,5639068,0,,5639068,5639068,0,1082701056,1082702592,610516,0,0,0,
3276260,3276260,0,,3276260,3276260,0,629041920,629040384,356194,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
0,0,0,,0,0,0,0,0,0,0,0,0,
2006932,2006932,0,,2006932,2006932,0,385330944,385333632,6230,0,0,0,
5609268,5609268,0,,5609268,5609268,0,1076979456,1076987520,12412,0,0,0,
5609048,5609048,0,,5609048,5609048,0,1076937216,1076926464,13102,0,0,0,
5609728,5609728,0,,5609728,5609728,0,1077067776,1077067776,11950,0,0,0,
5608319,5608319,0,,5608319,5608319,0,1076797248,1076797248,13359,0,0,0,
5607080,5607080,0,,5607080,5607080,0,1076559360,1076563968,14004,0,0,0,
